positive sentiment: compound score >= 0.05, neutral sentiment: (compound score > -0.05) and (compound score < 0.05), negative sentiment: compound score <= -0.05
On 2019-10-23, the article 'CITIZEN by CNN' has a sentiment score of {'neg': 0.106, 'neu': 0.787, 'pos': 0.107, 'compound': -0.8092}
On 2019-10-21, the article 'Donald Trump's Minnesota pipe dream' has a sentiment score of {'neg': 0.038, 'neu': 0.82, 'pos': 0.142, 'compound': 0.9917}
On 2019-10-21, the article ''Boys Don't Cry' and the uneven legacy of protections for transgender Americans' has a sentiment score of {'neg': 0.17, 'neu': 0.771, 'pos': 0.059, 'compound': -0.9992}
On 2019-10-21, the article 'Why Democrats face an uphill battle against Trump' has a sentiment score of {'neg': 0.081, 'neu': 0.83, 'pos': 0.089, 'compound': 0.957}
On 2019-10-21, the article 'Quickly catch up on the day's news' has a sentiment score of {'neg': 0.076, 'neu': 0.817, 'pos': 0.107, 'compound': 0.7717}
On 2019-10-21, the article 'Trump seeks to head off Republican fury to prevent another disastrous week' has a sentiment score of {'neg': 0.109, 'neu': 0.811, 'pos': 0.081, 'compound': -0.9961}
On 2019-10-21, the article 'How far left is too far? -- Meanwhile in America' has a sentiment score of {'neg': 0.06, 'neu': 0.844, 'pos': 0.096, 'compound': 0.9864}
On 2019-10-20, the article 'What's next for front-runner Elizabeth Warren?' has a sentiment score of {'neg': 0.047, 'neu': 0.856, 'pos': 0.097, 'compound': 0.9933}
On 2019-10-21, the article 'Lindsey Graham does not rule out the possibility of Trump impeachment if new evidence emerges' has a sentiment score of {'neg': 0.08, 'neu': 0.876, 'pos': 0.044, 'compound': -0.9872}
On 2019-10-20, the article 'The latest on the Trump impeachment inquiry' has a sentiment score of {'neg': 0.051, 'neu': 0.911, 'pos': 0.038, 'compound': -0.9356}
On 2019-10-20, the article 'Republican jitters grow over Trump in 'turning point' week' has a sentiment score of {'neg': 0.078, 'neu': 0.863, 'pos': 0.059, 'compound': -0.9807}
On 2019-10-20, the article 'Mulvaney again denies Trump-Ukraine quid pro quo' has a sentiment score of {'neg': 0.053, 'neu': 0.916, 'pos': 0.031, 'compound': -0.8804}
On 2019-10-17, the article 'What Mick Mulvaney's stunning admission told us about Trump' has a sentiment score of {'neg': 0.08, 'neu': 0.808, 'pos': 0.112, 'compound': 0.9693}
On 2019-10-20, the article 'Quid. Pro. Quo. (Just kidding!)' has a sentiment score of {'neg': 0.073, 'neu': 0.838, 'pos': 0.088, 'compound': 0.9809}
On 2019-10-20, the article 'The country is as divided as it's been in recent history. Impeachment will likely make it worse' has a sentiment score of {'neg': 0.019, 'neu': 0.886, 'pos': 0.095, 'compound': 0.9967}
On 2019-10-18, the article 'The latest on the Trump impeachment inquiry' has a sentiment score of {'neg': 0.057, 'neu': 0.878, 'pos': 0.065, 'compound': 0.5815}
On 2019-10-19, the article 'The Biden campaign intensifies its criticism of Facebook' has a sentiment score of {'neg': 0.047, 'neu': 0.901, 'pos': 0.052, 'compound': 0.7724}
On 2019-10-19, the article 'Francis Rooney is the rare House Republican open to impeaching Trump' has a sentiment score of {'neg': 0.067, 'neu': 0.843, 'pos': 0.09, 'compound': 0.9843}
On 2019-10-18, the article 'Giuliani pushed Trump administration to grant a visa to a Ukrainian official promising dirt on Democrats' has a sentiment score of {'neg': 0.068, 'neu': 0.896, 'pos': 0.036, 'compound': -0.9793}
On 2019-10-19, the article 'Facebook is allowing politicians to lie openly. It's time to regulate' has a sentiment score of {'neg': 0.074, 'neu': 0.841, 'pos': 0.085, 'compound': 0.9781}
On 2019-10-15, the article 'Ohio voters voice dismay over Trump's actions but aren't convinced on impeachment' has a sentiment score of {'neg': 0.083, 'neu': 0.835, 'pos': 0.082, 'compound': -0.9029}
On 2019-10-19, the article 'What's happened and what's next for Trump's impeachment inquiry' has a sentiment score of {'neg': 0.069, 'neu': 0.874, 'pos': 0.058, 'compound': -0.9705}
On 2019-10-18, the article 'Pompeo feels frustrated and victimized amid impeachment controversy' has a sentiment score of {'neg': 0.072, 'neu': 0.864, 'pos': 0.064, 'compound': -0.9639}
On 2019-10-18, the article 'What if Republicans can't 'get over it'?' has a sentiment score of {'neg': 0.105, 'neu': 0.821, 'pos': 0.074, 'compound': -0.9761}
On 2019-10-18, the article 'Washington Post: Career diplomat testifies he raised concerns about Hunter Biden's Ukraine work in 2015' has a sentiment score of {'neg': 0.067, 'neu': 0.898, 'pos': 0.035, 'compound': -0.9452}
On 2019-10-18, the article 'The latest on the Trump impeachment inquiry' has a sentiment score of {'neg': 0.056, 'neu': 0.879, 'pos': 0.065, 'compound': 0.9872}
On 2019-10-18, the article 'Chicago teachers' strike stretches into second day as negotiations continue' has a sentiment score of {'neg': 0.052, 'neu': 0.854, 'pos': 0.094, 'compound': 0.9942}
On 2019-07-08, the article '2020 Presidential Debates Fast Facts' has a sentiment score of {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
On 2019-10-18, the article 'Trump and 2020 Democratic opponents will speak at criminal justice forum' has a sentiment score of {'neg': 0.063, 'neu': 0.827, 'pos': 0.11, 'compound': 0.9667}
On 2019-10-18, the article '2014 photo of Trump and indicted Giuliani associate took place at Ivanka Trump hosted fashion show' has a sentiment score of {'neg': 0.02, 'neu': 0.947, 'pos': 0.032, 'compound': 0.8933}
On 2019-10-18, the article 'Fact check: Trump falsely claims Texas 'made a fortune' on Hurricane Harvey at Dallas rally' has a sentiment score of {'neg': 0.079, 'neu': 0.836, 'pos': 0.085, 'compound': 0.7431}
On 2019-10-17, the article 'Republicans worried by Mulvaney's confirmation Trump sought exchange of favors with Ukraine' has a sentiment score of {'neg': 0.066, 'neu': 0.882, 'pos': 0.052, 'compound': -0.8153}
On 2019-10-17, the article 'Mark Zuckerberg gives speech depicting Facebook as at the center of struggle for free expression' has a sentiment score of {'neg': 0.079, 'neu': 0.808, 'pos': 0.113, 'compound': 0.991}
On 2019-10-18, the article 'Rick Perry 'didn't see a problem' talking to Giuliani about Ukraine and 'doesn't know' if he'll comply with House subpoena' has a sentiment score of {'neg': 0.026, 'neu': 0.901, 'pos': 0.073, 'compound': 0.9767}
On 2019-10-18, the article 'What House investigators have learned after two weeks of Ukraine interviews' has a sentiment score of {'neg': 0.057, 'neu': 0.881, 'pos': 0.062, 'compound': -0.3709}
On 2019-10-18, the article ''Get over it': Top White House aide escalates impeachment drama in another wild day' has a sentiment score of {'neg': 0.068, 'neu': 0.853, 'pos': 0.078, 'compound': 0.9125}
On 2019-10-18, the article 'The guardrails are off the Trump presidency' has a sentiment score of {'neg': 0.141, 'neu': 0.783, 'pos': 0.076, 'compound': -0.9983}
On 2019-10-16, the article 'The latest on the Trump impeachment inquiry' has a sentiment score of {'neg': 0.059, 'neu': 0.876, 'pos': 0.066, 'compound': 0.9897}
On 2019-10-17, the article 'Rick Perry informs Trump of his plans to resign later this year as scrutiny over Ukraine heats up' has a sentiment score of {'neg': 0.059, 'neu': 0.905, 'pos': 0.037, 'compound': -0.7701}
On 2019-10-17, the article 'Mulvaney brashly admits quid pro quo over Ukraine aid as key details emerge -- and then denies doing so' has a sentiment score of {'neg': 0.042, 'neu': 0.866, 'pos': 0.092, 'compound': 0.9977}
On 2019-10-17, the article 'Ambassador breaks with Trump, testifying the President directed diplomats to work with Giuliani on Ukraine' has a sentiment score of {'neg': 0.057, 'neu': 0.869, 'pos': 0.074, 'compound': 0.9793}
On 2019-10-17, the article 'Mulvaney outlines White House Ukraine defense: Quid pro quo was about 2016 not 2020' has a sentiment score of {'neg': 0.042, 'neu': 0.873, 'pos': 0.085, 'compound': 0.9959}
On 2019-10-17, the article 'Two men plead not guilty in alleged campaign finance scheme tied to Giuliani associates' has a sentiment score of {'neg': 0.046, 'neu': 0.905, 'pos': 0.05, 'compound': 0.2805}
On 2019-10-17, the article 'Ukrainian energy giant was a focus for Rick Perry and Giuliani associates' has a sentiment score of {'neg': 0.045, 'neu': 0.874, 'pos': 0.081, 'compound': 0.9959}
On 2019-10-17, the article 'It's official: Elizabeth Warren is our new Democratic 2020 front-runner' has a sentiment score of {'neg': 0.06, 'neu': 0.811, 'pos': 0.128, 'compound': 0.9978}
On 2019-10-17, the article 'Nancy Pelosi says Donald Trump is melting down. There's lots of evidence she's right.' has a sentiment score of {'neg': 0.107, 'neu': 0.821, 'pos': 0.072, 'compound': -0.9873}
On 2019-10-17, the article 'Trump to host G7 at his own Florida resort property' has a sentiment score of {'neg': 0.039, 'neu': 0.889, 'pos': 0.073, 'compound': 0.9422}
On 2019-10-14, the article 'Read: The most important documents related to the Trump impeachment inquiry' has a sentiment score of {'neg': 0.058, 'neu': 0.897, 'pos': 0.045, 'compound': -0.7615}
On 2019-10-03, the article 'Remember when Condoleezza Rice wore these knee-high boots?' has a sentiment score of {'neg': 0.034, 'neu': 0.896, 'pos': 0.07, 'compound': 0.9819}
On 2019-10-17, the article 'How Elizabeth Warren could 'vaporize' America's oil boom' has a sentiment score of {'neg': 0.124, 'neu': 0.783, 'pos': 0.093, 'compound': -0.9958}
On 2019-10-16, the article 'It's now or never for Castro, Gabbard, Klobuchar and O'Rourke' has a sentiment score of {'neg': 0.097, 'neu': 0.821, 'pos': 0.082, 'compound': -0.9735}
On 2019-10-17, the article 'Trump and Graham: It's complicated' has a sentiment score of {'neg': 0.083, 'neu': 0.818, 'pos': 0.099, 'compound': 0.9663}
On 2019-10-17, the article 'Trump explodes at Pelosi as more key impeachment testimony looms' has a sentiment score of {'neg': 0.111, 'neu': 0.855, 'pos': 0.034, 'compound': -0.9987}
On 2019-10-17, the article 'Rudy Giuliani's business dealings sit at the center of the deepening Trump-Ukraine scandal. Here's the latest.' has a sentiment score of {'neg': 0.024, 'neu': 0.915, 'pos': 0.06, 'compound': 0.9862}
On 2019-10-17, the article ''Forceful, blunt and undiplomatic': the ambassador now at the center of the impeachment probe' has a sentiment score of {'neg': 0.062, 'neu': 0.851, 'pos': 0.087, 'compound': 0.9929}
On 2019-10-17, the article 'Wall Street Journal: Rick Perry spoke with Rudy Giuliani at Trump's direction about Ukraine' has a sentiment score of {'neg': 0.044, 'neu': 0.9, 'pos': 0.056, 'compound': 0.6183}
On 2019-10-16, the article 'Former State adviser says Pompeo was silent on Yovanovitch ouster' has a sentiment score of {'neg': 0.033, 'neu': 0.902, 'pos': 0.064, 'compound': 0.9178}
On 2019-10-16, the article 'McConnell previews Senate impeachment trial and speculates it could end by Christmas' has a sentiment score of {'neg': 0.036, 'neu': 0.91, 'pos': 0.054, 'compound': 0.8074}
On 2019-10-15, the article 'The latest on the Trump impeachment inquiry' has a sentiment score of {'neg': 0.066, 'neu': 0.885, 'pos': 0.05, 'compound': -0.9973}
On 2019-10-16, the article 'Day after debate, Elizabeth Warren's campaign says it's reviewing 'other revenue options' for Medicare for All' has a sentiment score of {'neg': 0.043, 'neu': 0.872, 'pos': 0.085, 'compound': 0.9948}
On 2019-10-16, the article 'The worst news for Joe Biden Tuesday had nothing to do with the debate' has a sentiment score of {'neg': 0.072, 'neu': 0.85, 'pos': 0.078, 'compound': -0.5648}
On 2019-10-16, the article 'Federal investigation of Rudy Giuliani includes counterintelligence probe' has a sentiment score of {'neg': 0.072, 'neu': 0.881, 'pos': 0.047, 'compound': -0.9729}
On 2019-10-16, the article 'Debate coach: A star emerged from the Democratic debate' has a sentiment score of {'neg': 0.102, 'neu': 0.765, 'pos': 0.133, 'compound': 0.9963}
On 2019-10-15, the article 'Live commentary on the fourth Democratic debate' has a sentiment score of {'neg': 0.076, 'neu': 0.792, 'pos': 0.132, 'compound': 0.9999}
On 2019-10-16, the article 'From IDs in grocery stores to soldiers in Syria: Trump made 129 false claims last week' has a sentiment score of {'neg': 0.062, 'neu': 0.863, 'pos': 0.075, 'compound': 0.9834}
On 2019-10-16, the article 'Trump's impeachment defense game is absurd' has a sentiment score of {'neg': 0.093, 'neu': 0.789, 'pos': 0.118, 'compound': 0.9807}
On 2019-10-16, the article 'Fourth man allegedly involved in Ukrainian campaign finance scheme in custody' has a sentiment score of {'neg': 0.077, 'neu': 0.867, 'pos': 0.056, 'compound': -0.85}
On 2019-10-16, the article '7 takeaways from the CNN/New York Times Democratic presidential debate' has a sentiment score of {'neg': 0.078, 'neu': 0.827, 'pos': 0.095, 'compound': 0.98}
On 2019-10-16, the article 'White House scrambles to slow impeachment push as explosive secrets spill behind closed doors' has a sentiment score of {'neg': 0.121, 'neu': 0.803, 'pos': 0.076, 'compound': -0.9959}
On 2019-10-16, the article 'Watch the biggest moments of the CNN/New York Times debate last night' has a sentiment score of {'neg': 0.076, 'neu': 0.829, 'pos': 0.095, 'compound': -0.5493}
On 2019-10-16, the article 'Gallup survey finds 52% support for impeachment' has a sentiment score of {'neg': 0.054, 'neu': 0.863, 'pos': 0.083, 'compound': 0.7096}
On 2019-10-16, the article 'Here's why Democrats aren't holding an impeachment inquiry vote -- yet' has a sentiment score of {'neg': 0.078, 'neu': 0.85, 'pos': 0.073, 'compound': -0.9319}
On 2019-10-16, the article 'Buttigieg says Warren more specific about 'selfies' than health care plan' has a sentiment score of {'neg': 0.065, 'neu': 0.811, 'pos': 0.124, 'compound': 0.9774}
On 2019-10-16, the article '2020 Democratic candidates slam Big Tech' has a sentiment score of {'neg': 0.087, 'neu': 0.841, 'pos': 0.071, 'compound': -0.9298}
On 2019-10-16, the article 'Chris Cillizza's winners and losers from the fourth Democratic debate' has a sentiment score of {'neg': 0.069, 'neu': 0.785, 'pos': 0.146, 'compound': 0.9979}
On 2019-10-16, the article 'Five takeaways from the Democrats' 2020 fundraising' has a sentiment score of {'neg': 0.027, 'neu': 0.932, 'pos': 0.041, 'compound': 0.8873}
On 2019-10-16, the article 'Grand jury subpoenas former GOP Rep. Pete Sessions related to Giuliani and associates' Ukraine dealings, sources say' has a sentiment score of {'neg': 0.033, 'neu': 0.91, 'pos': 0.057, 'compound': 0.6476}
On 2019-10-16, the article 'Elizabeth Warren has her night in the barrel' has a sentiment score of {'neg': 0.086, 'neu': 0.834, 'pos': 0.079, 'compound': -0.8484}
On 2019-10-16, the article 'Booker urges party unity after bruising primary debate' has a sentiment score of {'neg': 0.095, 'neu': 0.8, 'pos': 0.105, 'compound': 0.7346}
On 2019-10-15, the article 'John Bolton is Trump's newest nightmare' has a sentiment score of {'neg': 0.102, 'neu': 0.801, 'pos': 0.096, 'compound': -0.8684}
On 2019-10-16, the article 'Democrats debate whether billionaires should exist' has a sentiment score of {'neg': 0.059, 'neu': 0.769, 'pos': 0.172, 'compound': 0.999}
On 2019-10-16, the article '5 things to know for October 16: Democratic debate, Syria, impeachment inquiry' has a sentiment score of {'neg': 0.094, 'neu': 0.844, 'pos': 0.062, 'compound': -0.9912}
On 2019-10-16, the article 'The global reader's guide to what just happened at the Democratic debate -- Meanwhile in America' has a sentiment score of {'neg': 0.081, 'neu': 0.824, 'pos': 0.095, 'compound': 0.9304}
On 2019-10-15, the article 'Ideological divide in Democratic primary exposed as moderates gang up on Elizabeth Warren' has a sentiment score of {'neg': 0.088, 'neu': 0.796, 'pos': 0.115, 'compound': 0.9929}
On 2019-10-15, the article 'Live fact check of the Democratic debate' has a sentiment score of {'neg': 0.075, 'neu': 0.852, 'pos': 0.074, 'compound': -0.9411}
On 2019-10-12, the article 'Democratic candidates debate in Ohio' has a sentiment score of {'neg': 0.063, 'neu': 0.837, 'pos': 0.101, 'compound': 0.9999}
On 2019-10-16, the article 'Joe Biden spent more than he raised in the third quarter of 2019' has a sentiment score of {'neg': 0.016, 'neu': 0.961, 'pos': 0.023, 'compound': 0.0258}
On 2019-10-16, the article 'Joe Biden offers forceful defense of his son's Ukraine work at Democratic debate' has a sentiment score of {'neg': 0.069, 'neu': 0.883, 'pos': 0.048, 'compound': -0.9119}
On 2019-10-14, the article 'The latest on the Trump impeachment inquiry' has a sentiment score of {'neg': 0.058, 'neu': 0.891, 'pos': 0.051, 'compound': -0.9975}
On 2019-10-16, the article '2020 Democrats stand united in support of impeachment process at debate' has a sentiment score of {'neg': 0.076, 'neu': 0.842, 'pos': 0.082, 'compound': 0.9615}
On 2019-10-15, the article 'State Department official told to lie low after raising complaints about Giuliani' has a sentiment score of {'neg': 0.038, 'neu': 0.929, 'pos': 0.033, 'compound': -0.431}
On 2019-10-15, the article 'Pelosi holding off on vote for impeachment inquiry for now: 'We're not here to call bluffs'' has a sentiment score of {'neg': 0.066, 'neu': 0.862, 'pos': 0.071, 'compound': 0.3383}
On 2019-10-15, the article 'Democratic debate speaking time: By the numbers' has a sentiment score of {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
On 2019-10-15, the article 'Why tonight's debate matters so much to Joe Biden' has a sentiment score of {'neg': 0.122, 'neu': 0.812, 'pos': 0.065, 'compound': -0.9768}
On 2019-10-15, the article 'How to watch the Democratic debate tonight' has a sentiment score of {'neg': 0.015, 'neu': 0.961, 'pos': 0.024, 'compound': 0.3527}
On 2019-10-15, the article 'Trump family throws stones at Biden from a glass house' has a sentiment score of {'neg': 0.087, 'neu': 0.84, 'pos': 0.073, 'compound': -0.8708}
On 2019-10-15, the article '7 things to watch during the CNN/New York Times Democratic presidential debate' has a sentiment score of {'neg': 0.079, 'neu': 0.86, 'pos': 0.062, 'compound': -0.991}
On 2019-10-15, the article 'Bombshell testimony shows alarm over White House-Ukraine shadow diplomacy was early and deep' has a sentiment score of {'neg': 0.065, 'neu': 0.896, 'pos': 0.039, 'compound': -0.9895}
On 2019-10-15, the article 'Other countries show Medicare for All doesn't have to mean getting rid of private insurance' has a sentiment score of {'neg': 0.028, 'neu': 0.837, 'pos': 0.135, 'compound': 0.9988}
On 2019-10-15, the article 'Democrats fight to keep Ohio a 2020 battleground' has a sentiment score of {'neg': 0.077, 'neu': 0.792, 'pos': 0.13, 'compound': 0.9979}
On 2019-10-15, the article 'What each candidate must do in tonight's debate -- Meanwhile in America' has a sentiment score of {'neg': 0.092, 'neu': 0.802, 'pos': 0.106, 'compound': 0.5499}
On 2019-10-15, the article 'Does Joe Biden have a Hunter Biden problem?' has a sentiment score of {'neg': 0.077, 'neu': 0.819, 'pos': 0.104, 'compound': 0.9851}
On 2019-10-15, the article 'Elizabeth Warren wants 2020 rivals to name big donors with influential campaign positions' has a sentiment score of {'neg': 0.041, 'neu': 0.878, 'pos': 0.081, 'compound': 0.9783}
On 2019-10-15, the article 'Another career diplomat caught in the Ukraine scandal speaking to impeachment probe Tuesday' has a sentiment score of {'neg': 0.037, 'neu': 0.929, 'pos': 0.034, 'compound': -0.4023}
On 2019-10-15, the article 'Hunter Biden says he used 'poor judgment' in serving on board of Ukraine gas company' has a sentiment score of {'neg': 0.072, 'neu': 0.885, 'pos': 0.043, 'compound': -0.969}
On 2019-10-14, the article 'Trump's former top Russia adviser told Congress she saw 'wrongdoing' in US policy toward Ukraine, source says' has a sentiment score of {'neg': 0.021, 'neu': 0.917, 'pos': 0.062, 'compound': 0.9936}
On 2019-10-15, the article 'Trump's twisting the knife in Biden's soft spot -- Meanwhile in America' has a sentiment score of {'neg': 0.1, 'neu': 0.832, 'pos': 0.067, 'compound': -0.9927}
On 2019-10-11, the article 'What would an Elizabeth Warren presidency mean for the economy and markets?' has a sentiment score of {'neg': 0.08, 'neu': 0.766, 'pos': 0.155, 'compound': 0.9977}
On 2019-10-13, the article 'This is just the tip of the impeachment inquiry iceberg' has a sentiment score of {'neg': 0.041, 'neu': 0.896, 'pos': 0.063, 'compound': 0.9447}
